date,Period,All items,All items less food and energy,Shelter,Services less energy services,FT core,Energy,All items less food,All items less food and shelter,"All items less food, shelter, and energy","All items less food, shelter, energy, and used cars and trucks",All items less shelter,All items less medical care,All items less energy,Apparel less footwear,Apparel,Men's and boys' apparel,Women's and girls' apparel,Commodities,Energy commodities,Commodities less food,Commodities less food and beverages,Commodities less food and energy commodities,"Commodities less food, energy, and used cars and trucks",Durables,Education and communication,Education,Communication,Information and information processing,Education and communication commodities,Education and communication services,Food and beverages,Food,Food at home,Cereals and bakery products,"Meats, poultry, fish, and eggs","Meats, poultry, and fish",Meats,Fruits and vegetables,Fresh fruits and vegetables,Nonalcoholic beverages and beverage materials,Other food at home,Alcoholic beverages,Other goods and services,Personal care,Other goods,Housing,Fuels and utilities,Household energy,Household furnishings and operations,Household furnishings and supplies,Medical care,Medical care commodities,Medical care services,Nondurables,Domestically produced farm food,Nondurables less food,Nondurables less food and beverages,"Nondurables less food, beverages, and apparel",Nondurables less food and apparel,Recreation,Recreation commodities,Recreation services,Services,Utilities and public transportation,Rent of shelter,Other services,Transportation services,Services less rent of shelter,Services less medical care services,Transportation,Private transportation,Transportation commodities less motor fuel,Men's apparel,"Men's suits, sport coats, and outerwear","Men's underwear, nightwear, swimwear and accessories",Men's shirts and sweaters,Men's pants and shorts,Boys' apparel,Women's apparel,Women's outerwear,Women's dresses,Women's suits and separates,"Women's underwear, nightwear, swimwear and accessories",Girls' apparel,Footwear,Men's footwear,Boys' and girls' footwear,Women's footwear,Infants' and toddlers' apparel,Jewelry and watches,Watches,Jewelry,Educational books and supplies,"Tuition, other school fees, and childcare",College tuition and fees,Elementary and high school tuition and fees,Day care and preschool,Technical and business school tuition and fees,Postage and delivery services,Postage,Delivery services,"Information technology, hardware and services","Computers, peripherals, and smart home assistants",Internet services and electronic information providers,"Telephone hardware, calculators, and other consumer information items",Information technology commodities,Cereals and cereal products,Flour and prepared flour mixes,Breakfast cereal,"Rice, pasta, cornmeal",Bakery products,Bread,"Fresh biscuits, rolls, muffins","Cakes, cupcakes, and cookies",Other bakery products,Beef and veal,Uncooked ground beef,Uncooked beef roasts,Uncooked beef steaks,Pork,"Bacon, breakfast sausage, and related products",Ham,Pork chops,"Other pork including roasts, steaks, and ribs",Other meats,Poultry,Chicken,Other uncooked poultry including turkey,Fish and seafood,Fresh fish and seafood,Processed fish and seafood,Eggs,Dairy and related products,Milk,Cheese and related products,Ice cream and related products,Other dairy and related products,Fresh fruits,Apples,Bananas,Citrus fruits,Other fresh fruits,Fresh vegetables,Potatoes,Lettuce,Tomatoes,Other fresh vegetables,Processed fruits and vegetables,Canned fruits and vegetables,Frozen fruits and vegetables,Other processed fruits and vegetables including dried,Juices and nonalcoholic drinks,Carbonated drinks,Nonfrozen noncarbonated juices and drinks,Beverage materials including coffee and tea,Coffee,Other beverage materials including tea,Sugar and sweets,Sugar and sugar substitutes,Candy and chewing gum,Other sweets,Fats and oils,Butter and margarine,Salad dressing,Other fats and oils including peanut butter,Other foods,Soups,Frozen and freeze dried prepared foods,Snacks,"Spices, seasonings, condiments, sauces",Other miscellaneous foods,Food away from home,Full service meals and snacks,Food at employee sites and schools,Other food away from home,Alcoholic beverages at home,"Beer, ale, and other malt beverages at home",Distilled spirits at home,Wine at home,Alcoholic beverages away from home,Tobacco and smoking products,Cigarettes,Miscellaneous personal services,Legal services,NA,Weighted median,Trim 10,Trim 20,Diffusion,Prop. increasing,Volatility,Excl. energy & food
2021-05-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-04-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-03-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-02-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-11-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-10-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-09-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-07-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-06-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-05-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-04-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-03-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-02-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,Six months,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-01,Three months,2.55816193187985,2.95584670779578,3.5732687378121,3.54424980117058,3.79570165989827,-4.47599452238235,2.34815011769618,1.42623285814603,2.42943983407795,2.01321205211131,1.953277376215,2.53578751431291,3.09523773294866,-1.2189047380448,-1.71928923067971,2.51125503780472,-3.88335983456584,0.250570372570169,-18.918330001602,-1.96892435370454,-2.21134084170984,1.65839000836636,0.559768833119101,1.24108934571467,3.31972853196836,3.20222458475921,3.4349781975108,3.76786454224221,1.48353067172156,3.60305187360466,3.93691009174124,3.9193106881841,3.87619919389159,-0.695557600808661,20.7584158736114,6.50284897595796,9.57404709122824,-5.71218795426199,-7.6994191132571,4.29887942004803,1.40569596450033,4.19699811098524,5.09912000344643,4.69270246445637,5.42315189837084,4.10948534664923,11.9192591534793,13.3757148392742,0.954173018924598,0.106039509346068,2.88307667981405,0.596897191484924,3.40697907217991,-2.13408203171264,5.4536685543271,-7.91668626857462,-8.67014544341922,-10.7636538235092,-9.65610163497688,4.93970946608768,-2.73258611012587,9.26275821342659,4.02834460997874,3.40460743139686,3.45417338419944,6.30601724008584,-1.6189658243695,4.6718531128372,4.02426020694509,-3.8360070811706,-1.73172185554681,3.43510610448703,5.02724939642907,24.9159246117369,5.65271192742016,2.58480949783704,-7.84624660320086,-7.67694450275618,-3.67286312849981,11.3150806016261,-8.24857734947554,-1.91620804921243,-7.89788637459967,-4.61685030811939,-2.65350319669816,5.1765323886912,-2.78741857629402,-3.14920614553391,-4.61201079313595,2.56467668040223,1.73913302544755,5.14630105260234,11.5146412317832,3.07963180634845,1.19132583851744,6.91601885652504,5.450616592272,2.52131696383844,-13.2966503700664,-13.4618362739767,3.97043701331146,6.39412122308964,7.32271320499482,10.7544293780365,-4.08980440863003,0.900407011600901,-4.28508352502708,7.26345555680441,1.23909906096518,-10.6659536348415,3.41464282493285,-5.19658181795486,7.98112262420394,2.77069884512304,2.84043485279031,19.0212952193007,21.3476551871898,11.4902902318895,13.3642953093917,4.14280533925597,11.335806328429,-5.51511855002204,-3.81684307352247,8.69885982165526,-3.90691744930154,2.21738893328067,3.94477775117845,-2.4256536361175,0.327412535409888,5.31769336482075,-3.03017787325283,230.19721724547,1.31243407898238,-1.88115881516873,3.13837608497423,-1.78218229318722,2.03797588965633,-2.97757477624655,2.41988524253267,3.71241227559309,-11.1566886303868,-3.85996115378091,-12.0981379839528,-6.86857564097981,-7.18223457783089,-21.1735182581921,-12.4523444131072,6.35949433862817,10.2587255307943,8.94914767927861,1.08307568349884,4.17683800858459,9.0193848676734,-1.78671414358021,4.74980230153565,10.9250857651973,1.7154862720919,4.57868379822,-0.152781626566278,8.95671777077325,-5.50697194174735,1.71438032281259,3.8248983627063,2.84404341562352,0.213645426856868,0.78764063526624,-0.234173038950825,-6.82734909428764,5.1538759071462,0.237520158487881,0.796011302725108,4.03021940433332,4.51617359371947,2.04551989885731,4.6407090268187,1.89170622669237,2.30586838830578,4.9061189725804,2.74027415362263,3.73204125282243,6.81221976689379,8.01471988697855,11.3429645053193,,,4.03021940433332,5.91652290399699,7.75381342527864,0.15732,0.696969696969697,6.64653325894298,2.95584670779578
2025-02-01,Three months,4.27089948806032,3.58831764575924,3.78308975433017,4.19176887937027,,15.7662526444887,4.42597079605089,4.81023702607206,3.37846529023462,2.70174996211396,4.49699604806282,4.42743747480696,3.54716796099954,-2.48531668652175,-2.64083214890313,1.04624596464664,-4.94669888698568,3.99652050125476,21.6120264725208,4.34949841179646,4.43677988128337,1.87130286772776,0.0562878743822548,0.742904211079742,2.14514107133394,2.03773839762089,2.28805360227944,2.56146266083275,-5.52631809717614,3.40986743146903,3.23182879967709,3.31609774855051,3.0410608288999,3.99171481991427,16.8874270297458,5.70000032242748,6.30814917310962,-3.59075384432408,-4.91536339315107,0.352781508130628,0.275388108888386,1.89841348614723,0.978259554088035,0.318385657925546,2.55383537723988,4.10547604621756,9.99568705894271,10.980667275379,1.04930612647962,-0.862181593155853,2.58065221876345,5.21811054468218,1.99069894501438,5.22199357054893,4.17274947674955,7.05005726176109,7.48472259570485,10.1714204435899,9.38529705397817,5.21760689576367,-3.24468504543591,10.1606151916604,4.47594329328158,5.01376537323581,3.60269924442673,5.20997023483116,6.05187925347257,4.90234484761625,4.35819702273483,8.39318223110412,9.36570390239231,6.1145413224087,1.57709363888536,45.6203065797098,-0.0239645541381339,-15.7214005426118,-8.40549992146605,1.88534899008364,-6.6271012172821,3.69670690388997,7.33219460414287,1.51682343642845,-10.7964663406682,10.2206747413349,-2.54606311327051,0.51438357384237,-12.3461142904964,0.904968164538644,1.13361028002377,-2.72832008814019,-7.01318590589086,-4.14774918888658,0.487169828405332,2.14963460183741,0.820451178533932,4.39392333111448,4.64084756717633,1.10290070230725,-12.3940844216766,-13.1230838763889,10.1690472126185,3.29931148077769,2.56971467318488,10.9153004918531,-11.9408672768805,-6.01007659426179,0.791662659977943,5.0285586136293,-2.09208390088511,-2.23647687596223,5.04519332733526,1.60314745183219,11.1934001649529,-2.36643463067617,6.82910460194202,15.1436218095225,5.80707603475499,19.4744804079501,13.7836188905107,-1.21913076677233,13.2723613045517,-7.59148265647178,-22.3153316670814,-2.13147410820238,-2.43692327233405,1.22620843747887,4.36314375274376,-3.86822839617866,9.02637094385583,6.03244221843224,9.50012472203559,169.544502762972,-2.03291652299024,-4.90000560741813,-2.18112608937922,-1.43661046901594,0.512856880940427,-2.5063146640049,4.91258826064214,-3.83831376263803,-5.94046861849502,-3.01883391373616,-6.94314696849457,-1.40524184033448,8.02479562348997,-15.464004208327,-7.82854204514143,4.52878149199298,11.9534027965429,3.01447537883988,-3.93326655071642,-1.73033495869628,-2.94227868074123,-1.39645587248781,6.41188838474311,11.6247442799448,6.69683195852302,6.77559793229283,0.85684780038946,8.74538610411002,3.04455767530905,-3.37805525028875,0.502112664429077,-2.30658475681849,-5.10491662679062,-0.31478381197968,0.260705404147732,-5.51849499222323,1.97341906014685,-0.48315232715459,-0.677385634745742,3.75809222249248,3.08800482253793,2.19317874587459,4.39299294721538,1.75738860121799,2.36680470146711,-0.56506842342775,2.5306915261641,0.992942900483751,4.0109189736286,6.02933252416327,-1.79768798949311,,,2.14963460183741,4.18329319021706,5.75619717339874,0.07416,0.606060606060606,,3.58831764575924
2025-01-01,Three months,4.53968557730693,3.84805177935144,4.01426328240628,4.34789393079926,,15.2573859787176,4.63253818588532,4.98598066022855,3.6479933489,2.9414677533188,4.77659804399746,4.73477550422077,3.86375702035553,-4.94307757922666,-4.6132791387787,-0.461479917531982,-6.57212920281883,4.66136359841731,27.2011928411283,5.01187284076947,5.20649734160501,1.83092935845268,-0.0930255267686642,1.71781473229748,-0.0985127239295669,3.28060525403076,-2.56007374192319,-2.60918944967304,-8.16821735203776,1.2589127898609,3.72705375672111,3.97218254432681,4.4653747327084,-2.31401691399243,16.1577790245071,7.64785697775883,9.57479699240327,-1.91241120684277,-2.18368697481092,7.72705835548517,3.45918008349355,-0.136508967523385,0.319141326529504,-0.832129293434669,0.158413569906202,3.88774591578716,5.12636925276866,5.10070086087873,1.62422160480145,0.823401736689688,2.41594199093245,4.23103744290056,2.00023820352033,6.91329517427834,2.901065187162,9.42557259782082,10.1282669750534,14.9280580511894,13.5851985984356,5.25444717405288,-2.11029427784528,9.79179314204472,4.33130877606722,5.20873726242368,3.90737219448927,3.58879432374175,10.0999011947664,4.24374171981245,4.25218796728257,11.5809601713732,11.2687707323694,7.8853933161914,1.30505992805272,18.6823301290076,4.51432983460063,-10.2374008147296,-1.53160868613478,0.441785188172816,-6.67356931728467,14.735712347817,-13.8684048582723,-4.44998764180599,-5.62437229923447,-4.60114840609197,-3.01303172185255,-10.1004296951613,-20.7337963629043,6.52027635038188,1.29285098611116,-14.2368416759806,-2.72057204539595,-14.4073223707737,27.8861695074315,2.57571625818231,0.430415674952789,4.42898355904602,4.23429511427824,1.17546101166286,-0.717354943385784,-1.1264784485354,7.84658423834632,-5.36941802836235,-6.84170538429153,-0.451095303618487,-14.8006934699186,-11.5385445705387,-6.04792250392725,1.16985171448634,-9.81812559834371,-6.66715342548255,-1.52301768281815,-5.20768339481124,1.93820579634278,1.71612607007166,0.109915366007196,14.7257412114087,-3.04500446447431,21.9953053143846,31.295306434302,7.84026621876324,16.2804985125942,12.8889287836262,-5.108220714404,3.76339101632694,1.13105808264031,2.86852233315227,2.92915741422877,2.09138273555705,5.88358186003475,6.38343867731372,3.70722187309052,139.643363669349,0.505935073958819,1.46391319587298,-1.82975344305469,7.78635578275293,-1.92265388067256,-1.83234944804055,4.27030901852221,-1.23089749193639,-1.30296098080733,0.904890470852071,-1.80217148427193,8.60686306546807,2.29321404583451,-4.98263646451474,-4.3464244579682,1.45148603926681,9.54629211696176,-6.71928561621238,1.05107109467955,7.32606043790749,4.6653225462475,8.34700540067803,8.11069986323885,10.7081281235776,5.1348035955759,10.2824787888217,4.84803616600906,13.840889062702,4.84090116217026,-2.58930993124485,0.726645489999789,-6.73608424650229,-3.64522612034893,3.19125069507498,1.24689647369924,3.77987785641103,11.1421159199625,0.660741793726793,-0.659427065392815,3.31133739430787,2.76016986276812,-3.24778160992597,0.702621891819288,0.215986404794211,-0.721500114457185,0.44822772287012,-0.120579976045743,0.885596979242909,5.53442694963477,7.97189902870445,-5.76157056300295,,,2.57571625818231,4.03855849253613,5.73345701191103,0.08884,0.636363636363636,,3.84805177935144
2024-12-01,Three months,3.54236395098824,3.10372762771269,4.08424932771334,3.61732113777624,,9.41658261196925,3.57249274002858,3.19932492155663,2.28031551326728,1.78783372063445,3.2307077137578,3.63905639126749,3.13861616670532,-3.69251872675633,-2.68169118655189,1.98368479213753,-7.55189551319911,2.88692870251401,12.7901385869341,2.60849906660394,2.70508001747762,0.772044385474424,-0.615022338596516,0.90380794088849,-1.9156767470741,3.51898616318125,-5.8564770857445,-6.31670846741742,-9.40826195587086,-0.653196305420256,3.15696169295812,3.34519438719889,3.36587683539222,3.12939030578063,4.06663594190162,3.80010421812067,4.18631830490863,2.03172315271647,2.7526692551473,6.10105218183472,2.77373593267247,0.204488035386041,2.96920786388997,2.22661701006643,0.742658228580395,4.01602718177068,5.24867973516014,5.62269504998572,2.2505094084043,1.49782937163614,2.42601281714909,-1.27687060555902,3.27102327088318,4.41646783871095,0.658841715691993,5.61710108165763,5.88169732138584,7.58289913528472,7.158327637772,2.72761626194011,-3.48173053775663,6.69781217323928,3.71848446673766,6.00938131619653,3.85523476090561,2.05622472520073,3.83252786788133,3.74361139293342,4.00437634902753,6.59273605254358,5.60414269911365,6.05125428697395,4.49587880540752,11.4814476721925,9.72810513111533,1.74188090217291,9.4172966329785,-8.12635740177059,-7.38668714555271,12.0443597291143,-1.95027872609176,-11.1792553039975,-3.11658631911725,-8.68802212377652,1.30975379858134,-6.38606718808978,-8.50609932973247,5.30013302923007,0.518235783495657,-3.38112010621785,11.9037796003227,-2.30923622066002,,2.88183111709548,1.75656407844074,3.74534341570261,1.49522504716306,0.439187855499168,18.4588954214968,19.049873926497,14.6520157779967,-10.2361433552817,-15.5417153967474,-8.37311696353706,-10.5953012755846,-12.6532982082556,5.11327689816887,2.40151212580995,5.53571151182026,9.08452290275477,-0.271860730588391,5.28955555115154,6.30816352752479,-3.14484438597851,-0.805091105213185,8.54282243414803,-1.12142268410526,16.4398047432792,12.5709989043054,4.10989149160383,5.21593225413741,22.238305530435,-3.74998419677496,-8.06736491011591,-3.82152017175704,4.47560414681125,3.28296939199308,5.93246931550415,1.38508602625294,0.174322680470107,-0.709198629828733,6.96283091029597,2.56847944856196,9.74901388671725,3.91472655247223,-1.79421240754961,4.29109746129719,1.41580084589152,20.3285356191548,-2.50935611338216,7.02454848795535,-4.95849659411394,4.3025513619098,9.439069674236,-5.73976631459073,-0.650301143050269,7.34235644360917,-0.209204949312636,0,-2.05294284426402,1.81822501143676,5.04883191938044,-0.254840188910976,7.9535573395223,9.19691039548267,13.7112522804116,-0.428714631280636,9.6549840430667,3.91941672803577,14.4848343683989,5.32956142464907,-3.6344254416541,-4.32258357279328,-11.3258249841051,-1.62579429064492,2.58457608056801,4.04439770804208,6.8415100714402,0.249740544891419,1.84197707601017,1.96457671372421,3.31267488428739,3.02152968689549,1.61570162600386,3.11285002566761,-0.770964685881748,-0.327579369529185,-3.16897341801363,-1.309218622004,4.48593192964946,6.16571610069532,7.76849372187356,-0.0292633746385551,,,2.88183111709548,3.48517159574032,4.25826389551917,0.10344,0.65625,,3.10372762771269
